"seq_page_links";"heading";"content";"house"
"http://parlament.ba/olaw/OLawDetails?lawId=60468";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=60468";"Naziv dokumenta";"Prijedlog zakona o dopuni Krivicnog zakona Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=60468";"Broj i datum Prijedloga zakona";"01-02-1-494/18, od 14.2.2018.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=60468";"Predlagac";"Sasa Magazinovic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=60468";"Postupak u PDPSBiH";"Hitni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=60468";"Status i faza postupka";"Odbijen - PZ odbijen - nakon usvajanja zahtjeva za hitni postupak";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=60444";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o sluzbi u Oruzanim snagama Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=60444";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=60444";"Utvrden na sjednici predlagaca";"124. sjednica, odrzana 12.12.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=60444";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-476/18, od 13.2.2018.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=60444";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-476/18, od 13.2.2018.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=60444";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=60444";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=60444";"Status u DNPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=60444";"Red. br. i datum sjednice - tacka dnevnog reda";"40.,   5.6.2018. Ad. 3.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=60444";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=60444";"Red. br. i datum sjednice - tacka dnevnog reda";"61.,   17.5.2018. Ad. 6.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=60444";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=60444";"Naziv objavljenog dokumenta";"Zakon o izmjenama i dopunama Zakona o sluzbi u Oruzanim snagama Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59734";"Naziv dokumenta";"Prijedlog zakona o dopuni Zakona o polaganju pravosudnog ispita u Bosni i Hercegovini";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59734";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59734";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-2950/17, od 22.12.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59734";"Predlagac u PDPSBiH";"Senad Sepic, Salko Sokolovic, Sadik Ahmetovic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59734";"Status u PDPSBiH";"Povucen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59734";"Red. br. i datum sjednice - tacka dnevnog reda";"";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59734";"Konacni status u PSBiH";"Povucen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59734";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59734";"Naziv dokumenta";"Prijedlog zakona o dopuni Zakona o polaganju pravosudnog ispita u Bosni i Hercegovini";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59734";"Broj i datum Prijedloga zakona";"01-02-1-2950/17, od 22.12.2017.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59734";"Predlagac";"Senad Sepic, Salko Sokolovic, Sadik Ahmetovic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59734";"Postupak u PDPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59734";"Nadlezna komisija";"Ustavnopravna komisija";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59655";"Naziv dokumenta";"Prijedlog zakona o izmjeni Zakona o drzavnoj sluzbi u institucijama Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59655";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59655";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-2884/17, od 14.12.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59655";"Predlagac u PDPSBiH";"Senad Sepic, Salko Sokolovic, Sadik Ahmetovic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59655";"Status u PDPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59655";"Red. br. i datum sjednice - tacka dnevnog reda";"57.,   20.2.2018. Ad. 9.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59655";"Konacni status u PSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59655";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59655";"Naziv dokumenta";"Prijedlog zakona o izmjeni Zakona o drzavnoj sluzbi u institucijama Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59655";"Broj i datum Prijedloga zakona";"01-02-1-2884/17, od 14.12.2017.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59655";"Predlagac";"Senad Sepic, Salko Sokolovic, Sadik Ahmetovic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59655";"Postupak u PDPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59655";"Nadlezna komisija";"Ustavnopravna komisija";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59652";"Naziv dokumenta";"Prijedlog zakona o Budzetu institucija Bosne i Hercegovine i medunarodnih obaveza Bosne i Hercegovine za 2018. godinu";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59652";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59652";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-2882/17, od 14.12.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59652";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-2882/17, od 14.12.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59652";"Predlagac u DNPSBiH";"Predsjednistvo BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59652";"Predlagac u PDPSBiH";"Predsjednistvo BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59652";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59652";"Red. br. i datum sjednice - tacka dnevnog reda";"6.,   25.1.2018. Ad. 6.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59652";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59652";"Red. br. i datum sjednice - tacka dnevnog reda";"55.,   21.12.2017.,  17.1.2018.,  31.1.2018. Ad. 3.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59652";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59652";"Naziv objavljenog dokumenta";"Zakon o Budzetu institucija Bosne i Hercegovine i medunarodnih obaveza Bosne i Hercegovine za 2018. godinu";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59652";"Broj i datum objavljenog dokumenta";"01,02-02-1-2882/17, od 25.1.2018.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59548";"Naziv dokumenta";"Prijedlog zakona o izmjeni Zakona o sistemu indirektnog oporezivanja u Bosni i Hercegovini";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59548";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59548";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-2810/17, od 5.12.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59548";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-2810/17, od 11.12.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59548";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59548";"Predlagac u PDPSBiH";"Dom naroda";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59548";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59548";"Red. br. i datum sjednice - tacka dnevnog reda";"34.,   7.12.2017. Ad. 7.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59548";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59548";"Red. br. i datum sjednice - tacka dnevnog reda";"54.,   14.12.2017.,  15.12.2017. Ad. 5.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59548";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59548";"Naziv objavljenog dokumenta";"Zakon o izmjeni Zakona o sistemu indirektnog oporezivanja u Bosni i Hercegovini";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59548";"Broj i datum objavljenog dokumenta";"01,02-02-1-2810/17, od 15.12.2017.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59547";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopuni Zakona o uplatama na Jedinstveni racun i raspodjeli prihoda";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59547";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59547";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-2809/17, od 5.12.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59547";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-2809/17, od 11.12.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59547";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59547";"Predlagac u PDPSBiH";"Dom naroda";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59547";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59547";"Red. br. i datum sjednice - tacka dnevnog reda";"34.,   7.12.2017. Ad. 6.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59547";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59547";"Red. br. i datum sjednice - tacka dnevnog reda";"54.,   14.12.2017.,  15.12.2017. Ad. 4.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59547";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59547";"Naziv objavljenog dokumenta";"Zakon o izmjenama i dopuni Zakona o uplatama na Jedinstveni racun i raspodjeli prihoda";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59547";"Broj i datum objavljenog dokumenta";"01,02-02-1-2809/17, od 15.12.2017.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59546";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o akcizama u Bosni i Hercegovini";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59546";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59546";"Utvrden na sjednici predlagaca";"122. sjednica, odrzana 24.11.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59546";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-2808/17, od 5.12.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59546";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-2808/17, od 11.12.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59546";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59546";"Predlagac u PDPSBiH";"Dom naroda";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59546";"Status u DNPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59546";"Red. br. i datum sjednice - tacka dnevnog reda";"34.,   7.12.2017. Ad. 5.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59546";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59546";"Red. br. i datum sjednice - tacka dnevnog reda";"54.,   14.12.2017.,  15.12.2017. Ad. 3.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59546";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59546";"Naziv objavljenog dokumenta";"Zakon o izmjenama i dopunama Zakona o akcizama u Bosni i Hercegovini";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59478";"Naziv dokumenta";"Prijedlog zakona o dopunama Zakona o komunikacijama";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59478";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59478";"Utvrden na sjednici predlagaca";"119. sjednica, odrzana 31.10.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59478";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-2759/17, od 24.11.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59478";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-2759/17, od 24.11.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59478";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59478";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59478";"Status u DNPSBiH";"Obustavljen zakonodavni postupak";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59478";"Red. br. i datum sjednice - tacka dnevnog reda";"37.,   21.3.2018.,  17.4.2018. Ad. 7.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59478";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59478";"Red. br. i datum sjednice - tacka dnevnog reda";"57.,   20.2.2018. Ad. 7.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59478";"Konacni status u PSBiH";"Obustavljen zakonodavni postupak";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59478";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59422";"Naziv dokumenta";"Prijedlog zakona o osiguranju depozita u bankama Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59422";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59422";"Utvrden na sjednici predlagaca";"120. sjednica, odrzana 9.11.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59422";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-2713/17, od 17.11.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59422";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-2713/17, od 17.11.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59422";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59422";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59422";"Status u DNPSBiH";"Povucen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59422";"Red. br. i datum sjednice - tacka dnevnog reda";"";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59422";"Status u PDPSBiH";"Povucen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59422";"Red. br. i datum sjednice - tacka dnevnog reda";"";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59422";"Konacni status u PSBiH";"Povucen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59422";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59384";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o zastiti lica koja prijavljuju korupciju u institucijama Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59384";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59384";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-2687/17, od 22.11.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59384";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-2687/17, od 15.11.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59384";"Predlagac u DNPSBiH";"Darko Babalj, Halid Genjac, Barisa Colak";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59384";"Predlagac u PDPSBiH";"Borjana Kristo, Aleksandra Pandurevic, Mirsad Isakovic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59384";"Status u DNPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59384";"Red. br. i datum sjednice - tacka dnevnog reda";"40.,   5.6.2018. Ad. 9.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59384";"Status u PDPSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59384";"Red. br. i datum sjednice - tacka dnevnog reda";"58.,   7.3.2018. Ad. 7.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59384";"Konacni status u PSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59384";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59384";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o zastiti lica koja prijavljuju korupciju u institucijama Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59383";"Naziv dokumenta";"Prijedlog zakona o izmjenama Izbornog zakona Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59383";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59383";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-2686/17, od 15.11.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59383";"Predlagac u PDPSBiH";"Sefik Dzaferovic, Amir Fazlic, Semsudin Mehmedovic, Asim Sarajlic, Nermina Kapetanovic, Safer Demirovic, Hazim Rancic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59383";"Status u PDPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59383";"Red. br. i datum sjednice - tacka dnevnog reda";"55.,   21.12.2017.,  17.1.2018.,  31.1.2018. Ad. 8.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59383";"Konacni status u PSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59383";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59383";"Naziv dokumenta";"Prijedlog zakona o izmjenama Izbornog zakona Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59383";"Broj i datum Prijedloga zakona";"01-02-1-2686/17, od 15.11.2017.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59383";"Predlagac";"Sefik Dzaferovic, Amir Fazlic, Semsudin Mehmedovic, Asim Sarajlic, Nermina Kapetanovic, Safer Demirovic, Hazim Rancic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59383";"Postupak u PDPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59383";"Nadlezna komisija";"Ustavnopravna komisija";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59185";"Naziv dokumenta";"Prijedlog zakona o izmjeni i dopunama Zakona o ombudsmenu za ljudska prava Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59185";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59185";"Utvrden na sjednici predlagaca";"113. sjednica, odrzana 5.9.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59185";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-2539/17, od 26.10.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59185";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-2539/17, od 26.10.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59185";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59185";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59185";"Status u DNPSBiH";"Povucen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59185";"Red. br. i datum sjednice - tacka dnevnog reda";"";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59185";"Status u PDPSBiH";"Povucen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59185";"Red. br. i datum sjednice - tacka dnevnog reda";"";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59185";"Konacni status u PSBiH";"Povucen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59185";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59175";"Naziv dokumenta";"Prijedlog zakona o dopunama Zakona o sportu u Bosni i Hercegovini";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59175";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59175";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-2529/17, od 25.10.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59175";"Predlagac u PDPSBiH";"Mirsad Ðonlagic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59175";"Status u PDPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59175";"Red. br. i datum sjednice - tacka dnevnog reda";"55.,   21.12.2017.,  17.1.2018.,  31.1.2018. Ad. 6.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59175";"Konacni status u PSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=59175";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59175";"Naziv dokumenta";"Prijedlog zakona o dopunama Zakona o sportu u Bosni i Hercegovini";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59175";"Broj i datum Prijedloga zakona";"01-02-1-2529/17, od 25.10.2017.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59175";"Predlagac";"Mirsad Ðonlagic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59175";"Postupak u PDPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=59175";"Nadlezna komisija";"Ustavnopravna komisija";"DP"
