"seq_page_links";"heading";"content";"house"
"http://parlament.ba/olaw/OLawDetails?lawId=53359";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53359";"Naziv objavljenog dokumenta";"Zakon o izmjenama i dopunama Zakona o sprecavanju pranja novca i finansiranja teroristickih aktivnosti";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53292";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o zaduzivanju, dugu i garancijama Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53292";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53292";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-1510/16, od 20.5.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53292";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-1510/16, od 20.5.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53292";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53292";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53292";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53292";"Red. br. i datum sjednice - tacka dnevnog reda";"24.,   22.11.2016. Ad. 3.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53292";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53292";"Red. br. i datum sjednice - tacka dnevnog reda";"35.,   30.8.2016. Ad. 5.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53292";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53292";"Naziv objavljenog dokumenta";"Zakon o izmjenama i dopunama Zakona o zaduzivanju, dugu i garancijama Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53292";"Broj i datum objavljenog dokumenta";"01,02-02-1-1510/16, od 22.11.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53162";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o Javnom radiotelevizijskom sistemu Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53162";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53162";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1417/16, od 13.5.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53162";"Predlagac u PDPSBiH";"Amir Fazlic, Mirsad Ðonlagic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53162";"Status u PDPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53162";"Red. br. i datum sjednice - tacka dnevnog reda";"33.,   19.7.2016. Ad. 8.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53162";"Konacni status u PSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53162";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53162";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o Javnom radiotelevizijskom sistemu Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53162";"Broj i datum Prijedloga zakona";"01-02-1-1417/16, od 13.5.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53162";"Predlagac";"Amir Fazlic, Mirsad Ðonlagic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53162";"Postupak u PDPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53162";"Nadlezna komisija";"Komisija za saobracaj i komunikacije";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53143";"Naziv dokumenta";"Prijedlog zakona o dopunama Zakona o sukobu interesa u institucijama vlasti Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53143";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53143";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-1403/16, od 25.5.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53143";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1403/16, od 12.5.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53143";"Predlagac u DNPSBiH";"Predstavnicki dom";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53143";"Predlagac u PDPSBiH";"Sefik Dzaferovic, Borjana Kristo, Mladen Bosic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53143";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53143";"Red. br. i datum sjednice - tacka dnevnog reda";"19.,   27.5.2016. Ad. 4.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53143";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53143";"Red. br. i datum sjednice - tacka dnevnog reda";"30.,   24.5.2016. Ad. 3.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53143";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53143";"Naziv objavljenog dokumenta";"Zakon o dopunama Zakona o sukobu interesa u institucijama vlasti Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53143";"Broj i datum objavljenog dokumenta";"01,02-02-1-1403/16, od 27.5.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53095";"Naziv dokumenta";"Prijedlog zakona o obiljezavanju malog oruzja, lakog naoruzanja i pripadajuce municije";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53095";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53095";"Utvrden na sjednici predlagaca";"47. sjednica, odrzana 10.3.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53095";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-1361/16, od 9.5.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53095";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-1361/16, od 9.5.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53095";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53095";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53095";"Status u DNPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53095";"Red. br. i datum sjednice - tacka dnevnog reda";"23.,   27.10.2016. Ad. 3.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53095";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53095";"Red. br. i datum sjednice - tacka dnevnog reda";"36.,   19.10.2016. Ad. 3.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53095";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53095";"Naziv objavljenog dokumenta";"Zakon o obiljezavanju malog oruzja, lakog naoruzanja i pripadajuce municije";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53034";"Naziv dokumenta";"Prijedlog zakona o dopuni Zakona o Vijecu ministara Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53034";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53034";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1304/16, od 4.5.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53034";"Predlagac u PDPSBiH";"Damir Becirovic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53034";"Status u PDPSBiH";"Obustavljen zakonodavni postupak";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53034";"Red. br. i datum sjednice - tacka dnevnog reda";"31.,   15.6.2016. Ad. 10.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53034";"Konacni status u PSBiH";"Obustavljen zakonodavni postupak";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53034";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53034";"Naziv dokumenta";"Prijedlog zakona o dopuni Zakona o Vijecu ministara Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53034";"Broj i datum Prijedloga zakona";"01-02-1-1304/16, od 4.5.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53034";"Predlagac";"Damir Becirovic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53034";"Postupak u PDPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53034";"Nadlezna komisija";"Ustavnopravna komisija";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53033";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53033";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53033";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1305/16, od 4.5.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53033";"Predlagac u PDPSBiH";"Zeljko Komsic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53033";"Status u PDPSBiH";"Povucen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53033";"Red. br. i datum sjednice - tacka dnevnog reda";"";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53033";"Konacni status u PSBiH";"Povucen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53033";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53033";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53033";"Broj i datum Prijedloga zakona";"01-02-1-1305/16, od 4.5.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53033";"Predlagac";"Zeljko Komsic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53033";"Postupak u PDPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53033";"Nadlezna komisija";"Ustavnopravna komisija";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53023";"Naziv dokumenta";"Prijedlog zakona o dopunama Zakona o javnim nabavkama";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53023";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53023";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1303/16, od 4.5.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53023";"Predlagac u PDPSBiH";"Damir Becirovic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53023";"Status u PDPSBiH";"Obustavljen zakonodavni postupak";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53023";"Red. br. i datum sjednice - tacka dnevnog reda";"31.,   15.6.2016. Ad. 9.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53023";"Konacni status u PSBiH";"Obustavljen zakonodavni postupak";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=53023";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53023";"Naziv dokumenta";"Prijedlog zakona o dopunama Zakona o javnim nabavkama";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53023";"Broj i datum Prijedloga zakona";"01-02-1-1303/16, od 4.5.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53023";"Predlagac";"Damir Becirovic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53023";"Postupak u PDPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=53023";"Nadlezna komisija";"Komisija za finansije i budzet";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52972";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52972";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52972";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1266/16, od 28.4.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52972";"Predlagac u PDPSBiH";"Mirsad Mesic, Damir Becirovic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52972";"Status u PDPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52972";"Red. br. i datum sjednice - tacka dnevnog reda";"29.,   11.5.2016. Ad. 4.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52972";"Konacni status u PSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52972";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52972";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52972";"Broj i datum Prijedloga zakona";"01-02-1-1266/16, od 28.4.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52972";"Predlagac";"Mirsad Mesic, Damir Becirovic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52972";"Postupak u PDPSBiH";"Hitni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52972";"Status i faza postupka";"Odbijen - PZ odbijen - nakon usvajanja zahtjeva za hitni postupak";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52970";"Naziv dokumenta";"Prijedlog zakona o izmjeni i dopuni Zakona o placama i naknadama u institucijama Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52970";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52970";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-1265/16, od 16.5.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52970";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1265/16, od 28.4.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52970";"Predlagac u DNPSBiH";"Predstavnicki dom";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52970";"Predlagac u PDPSBiH";"Borislav Bojic, Salko Sokolovic, Predrag Kozul";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52970";"Status u DNPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52970";"Red. br. i datum sjednice - tacka dnevnog reda";"23.,   27.10.2016. Ad. 5.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52970";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52970";"Red. br. i datum sjednice - tacka dnevnog reda";"29.,   11.5.2016. Ad. 3.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52970";"Konacni status u PSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52970";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52970";"Naziv dokumenta";"Prijedlog zakona o izmjeni i dopuni Zakona o placama i naknadama u institucijama Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52935";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52935";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52935";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1230/16, od 25.4.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52935";"Predlagac u PDPSBiH";"Amir Fazlic, Mirsad Ðonlagic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52935";"Status u PDPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52935";"Red. br. i datum sjednice - tacka dnevnog reda";"28.,   27.4.2016.,  11.5.2016. Ad. 6.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52935";"Konacni status u PSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52935";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52935";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52935";"Broj i datum Prijedloga zakona";"01-02-1-1230/16, od 25.4.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52935";"Predlagac";"Amir Fazlic, Mirsad Ðonlagic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52935";"Postupak u PDPSBiH";"Hitni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52935";"Status i faza postupka";"Odbijen - PZ odbijen - nakon usvajanja zahtjeva za hitni postupak";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52899";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52899";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52899";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1203/16, od 21.4.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52899";"Predlagac u PDPSBiH";"Borjana Kristo";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52899";"Status u PDPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52899";"Red. br. i datum sjednice - tacka dnevnog reda";"28.,   27.4.2016.,  11.5.2016. Ad. 5.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52899";"Konacni status u PSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52899";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52899";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52899";"Broj i datum Prijedloga zakona";"01-02-1-1203/16, od 21.4.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52899";"Predlagac";"Borjana Kristo";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52899";"Postupak u PDPSBiH";"Hitni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52899";"Status i faza postupka";"Odbijen - PZ odbijen - nakon usvajanja zahtjeva za hitni postupak";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52875";"Naziv dokumenta";"Prijedlog zakona o volonterskim aktivnostima koje organiziraju udruzenja i fondacije, crkve i vjerske zajednice i institucije Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52875";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52875";"Utvrden na sjednici predlagaca";"37. sjednica, odrzana 30.12.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52875";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-1187/16, od 20.4.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52875";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-1187/16, od 20.4.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52875";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52875";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52875";"Status u DNPSBiH";"Obustavljen zakonodavni postupak";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52875";"Red. br. i datum sjednice - tacka dnevnog reda";"";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52875";"Status u PDPSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52875";"Red. br. i datum sjednice - tacka dnevnog reda";"33.,   19.7.2016. Ad. 10.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52875";"Konacni status u PSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52875";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52827";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52827";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52827";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1145/16, od 14.4.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52827";"Predlagac u PDPSBiH";"Mirsad Mesic, Damir Becirovic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52827";"Status u PDPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52827";"Red. br. i datum sjednice - tacka dnevnog reda";"28.,   27.4.2016.,  11.5.2016. Ad. 4.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52827";"Konacni status u PSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52827";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52827";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52827";"Broj i datum Prijedloga zakona";"01-02-1-1145/16, od 14.4.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52827";"Predlagac";"Mirsad Mesic, Damir Becirovic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52827";"Postupak u PDPSBiH";"Hitni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52827";"Status i faza postupka";"Odbijen - PZ odbijen - nakon usvajanja zahtjeva za hitni postupak";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52719";"Naziv dokumenta";"Prijedlog zakona o dopuni Zakona o sluzbi u Oruzanim snagama Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52719";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52719";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-1053/16, od 5.4.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52719";"Predlagac u DNPSBiH";"Mario Karamatic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52719";"Status u DNPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52719";"Red. br. i datum sjednice - tacka dnevnog reda";"22.,   31.8.2016. Ad. 6.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52719";"Konacni status u PSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52719";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52719";"Naziv dokumenta";"Prijedlog zakona o dopuni Zakona o sluzbi u Oruzanim snagama Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52719";"Broj i datum Prijedloga zakona";"02-02-1-1053/16, od 5.4.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52719";"Predlagac";"Mario Karamatic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52719";"Postupak u DNPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52719";"Nadlezna komisija";"Zajednicka komisija za odbranu i sigurnost BiH";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52686";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52686";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52686";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-1032/16, od 27.4.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52686";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1032/16, od 4.4.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52686";"Predlagac u DNPSBiH";"Predstavnicki dom";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52686";"Predlagac u PDPSBiH";"Borjana Kristo, Lazar Prodanovic, Hazim Rancic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52686";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52686";"Red. br. i datum sjednice - tacka dnevnog reda";"3.,   27.4.2016. Ad. 1.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52686";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52686";"Red. br. i datum sjednice - tacka dnevnog reda";"28.,   27.4.2016.,  11.5.2016. Ad. 8.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52686";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52686";"Naziv objavljenog dokumenta";"Zakon o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52686";"Broj i datum objavljenog dokumenta";"01,02-02-1-1032/16, od 27.4.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52685";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o finansiranju politickih stranaka";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52685";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52685";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-1033/16, od 25.5.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52685";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1033/16, od 4.4.2016.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52685";"Predlagac u DNPSBiH";"Predstavnicki dom";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52685";"Predlagac u PDPSBiH";"Borjana Kristo, Lazar Prodanovic, Hazim Rancic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52685";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=52685";"Red. br. i datum sjednice - tacka dnevnog reda";"19.,   27.5.2016. Ad. 6.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=52685";"Status u PDPSBiH";"Usvojen";"DP"
